requirement_id	claim_sha256	formal_file	formal_declarations	implementation_refs	test_refs	test_classes	formal_status	conformance_status	notes
P5-26	ce11038ec2b6bd9cbd93a86d4c62840bf479f8fe62fa0908791be89e04d083b0	docs/section3-repair-audit/formal/Phase5SourceRules.lean	right_nested_difference_expands	src/is/fivefivefive/CanDis/core/EGraphNode.java#parserCertifiedRightNestedDifference;src/is/fivefivefive/CanDis/core/NormalForm.java#normalizeGuardedSourceRules	src/is/fivefivefive/CanDis/CanonicalAlloyPipelineTest.java#checkCertifiedRelationalFactoring;src/is/fivefivefive/CanDis/EGraphSaturationTest.java#testNestedDifferenceRequiresParserAuthority	NOMINAL+BOUNDARY+ROBUSTNESS	PROVED	DIRECT-BOUNDED	The right-nested expansion compares at certified distance zero and Alloy finds no counterexample; the source nesting remains distinct from the left-chain law and synthetic exact types cannot authorize expansion; universal Java/parser refinement remains open
P5-27	76981d039f1938570b803533c28988caeb1a3d72d81ebaaac0ae6746e10c938c	docs/section3-repair-audit/formal/Phase5SourceRules.lean	intersection_extracts_difference;intersection_of_differences_accumulates_removed;intersection_of_three_differences_accumulates_removed	src/is/fivefivefive/CanDis/core/EGraphNode.java#parserCertifiedIntersectionDifferenceExtraction;src/is/fivefivefive/CanDis/core/NormalForm.java#normalizeGuardedSourceRules	src/is/fivefivefive/CanDis/CanonicalAlloyPipelineTest.java#checkCertifiedRelationalFactoring;src/is/fivefivefive/CanDis/EGraphSaturationTest.java#testNestedDifferenceRequiresParserAuthority	NOMINAL+BOUNDARY+ROBUSTNESS	PROVED	DIRECT-BOUNDED	Single-, two-, and three-difference intersections compare at certified distance zero and Alloy finds no counterexample; exact slot invocations are accumulated and synthetic exact types cannot authorize extraction; universal Java/parser refinement remains open
P5-28	8c833a9d62f5b4a8976b6be043adb8b43486a93e4be000a0dcee063e83710a53	docs/section3-repair-audit/formal/Phase5SourceRules.lean	relation_product_difference_left_coordinate;relation_product_difference_right_coordinate;relation_product3_difference_middle_coordinate;two_coordinate_product_difference_does_not_factor	src/is/fivefivefive/ACGN/alloy/ExactAlloyType.java#parserCertifiedRelationDifference;src/is/fivefivefive/CanDis/core/EGraphNode.java#parserCertifiedProductDifferenceFactoring;src/is/fivefivefive/CanDis/core/NormalForm.java#normalizeGuardedSourceRules	src/is/fivefivefive/CanDis/CanonicalAlloyPipelineTest.java#checkCertifiedRelationalFactoring;src/is/fivefivefive/CanDis/EGraphSaturationTest.java#testNestedDifferenceRequiresParserAuthority	NOMINAL+BOUNDARY+ROBUSTNESS	PROVED	DIRECT-BOUNDED	Left, right, and ternary-middle coordinate factorizations compare at certified distance zero and Alloy finds no counterexample; two changing coordinates remain distinct with a solver and Lean countermodel; exact-type construction rejects synthetic, serialized, cross-module, and arity-mismatched evidence; universal Java/parser refinement remains open
P5-29	8600be97e7e875ba762bf652a2fcd8bcb720e9a026693cfcc9bb85bf5f10be4f	docs/section3-repair-audit/formal/Phase5SourceRules.lean	relation_product_intersection_coordinatewise;three_relation_products_intersect_coordinatewise;relation_product3_intersection_coordinatewise	src/is/fivefivefive/ACGN/alloy/ExactAlloyType.java#parserCertifiedCartesianProduct;src/is/fivefivefive/CanDis/core/EGraphNode.java#parserCertifiedProductIntersectionFactoring;src/is/fivefivefive/CanDis/core/NormalForm.java#normalizeGuardedSourceRules	src/is/fivefivefive/CanDis/CanonicalAlloyPipelineTest.java#checkCertifiedRelationalFactoring;src/is/fivefivefive/CanDis/EGraphSaturationTest.java#testNestedDifferenceRequiresParserAuthority	NOMINAL+BOUNDARY+ROBUSTNESS	PROVED	DIRECT-BOUNDED	Fixed, all-coordinate, three-product, ternary-product, and residual-operand factorizations compare at certified distance zero and Alloy finds no counterexample; every coordinate retains every product conjunct and synthetic exact evidence cannot authorize the rule; universal Java/parser refinement remains open
P5-30	99aeacc0921c1c971d7a80bd9d08c485d312f35a6d93e6fcf196f822246b0461	docs/section3-repair-audit/formal/Phase5SourceRules.lean	relation_product_respects_certified_operand_equalities;relation_join_respects_certified_operand_equalities;relation_union_associative;relation_union_commutative;relation_union_idempotent;relation_intersection_associative;relation_intersection_commutative;relation_intersection_idempotent	src/is/fivefivefive/CanDis/core/EGraphNode.java#dependentChainTransferContentCommitment;src/is/fivefivefive/CanDis/theory/TheoryAlloyAdapter.java#DependentChainSourceBinding;src/is/fivefivefive/CanDis/theory/TheoryAlloyAdapter.java#mirrorCertifiedSourcePlansToRepairMatrices	src/is/fivefivefive/CanDis/CanonicalAlloyPipelineTest.java#checkCertifiedRelationalFactoring;src/is/fivefivefive/CanDis/CanonicalAlloyPipelineTest.java#checkDependentSourceOccurrenceBinding	NOMINAL+BOUNDARY+ROBUSTNESS	PROVED	DIRECT-BOUNDED	The certificate retains its exact pre-ACI occurrence commitment while the frozen repair source receives a second exact commitment after a lineage/path/type/slot-preserving ACI-quotient comparison; n-ary union/intersection reordering and duplicate elimination transfer under both JOIN and ARROW, source swaps and mutation reject, and complete Java-key injectivity beyond admitted laws remains open
P5-31	c1805b7487d6cdc0725aad9b6c029cb6c96f66b7a28778f25cee17230d65d81b	docs/section3-repair-audit/formal/Phase5SourceRules.lean	converse_reverses_relation_join;converse_join_same_order_is_not_general	src/is/fivefivefive/CanDis/core/EGraphNode.java#parserCertifiedTransposeJoinReversal;src/is/fivefivefive/CanDis/core/NormalForm.java#normalizeRelationalUnaryAndIdentityRules	src/is/fivefivefive/CanDis/CanonicalAlloyPipelineTest.java#checkCertifiedRelationalFactoring;src/is/fivefivefive/CanDis/EGraphSaturationTest.java#testNestedDifferenceRequiresParserAuthority	NOMINAL+BOUNDARY+ROBUSTNESS	PROVED	DIRECT-BOUNDED	The parser pair compares at certified distance zero and direct Alloy reports no counterexample; same-order reversal has Alloy and Lean witnesses, synthetic exact metadata cannot authorize the rewrite, and universal Java/parser refinement remains open
P5-32	e82f302d4f7cbd2ba0e47bb9f47356bcb18ad486af214eaff5bf5ac6d293b7be	docs/section3-repair-audit/formal/Phase5SourceRules.lean	domain_restriction_relation_union;domain_restriction_relation_intersection;domain_restriction_relation_difference;domain_restriction_restrictor_union;domain_restriction_restrictor_intersection;domain_restriction_restrictor_difference;range_restriction_relation_union;range_restriction_relation_intersection;range_restriction_relation_difference;range_restriction_restrictor_union;range_restriction_restrictor_intersection;range_restriction_restrictor_difference;nested_domain_restrictions_intersect;nested_range_restrictions_intersect;domain_and_range_restrictions_commute;complete_restriction_union_grid_factors;diagonal_restriction_union_does_not_factor;two_coordinate_restriction_difference_does_not_factor	src/is/fivefivefive/ACGN/alloy/ExactAlloyType.java#parserCertifiedDomainRestriction;src/is/fivefivefive/ACGN/alloy/ExactAlloyType.java#parserCertifiedRangeRestriction;src/is/fivefivefive/CanDis/core/EGraphNode.java#parserCertifiedRestrictionLatticeFactoring;src/is/fivefivefive/CanDis/core/EGraphNode.java#parserCertifiedRestrictionDifferenceFactoring;src/is/fivefivefive/CanDis/core/EGraphNode.java#parserCertifiedNestedRestriction;src/is/fivefivefive/CanDis/core/NormalForm.java#normalizeGuardedSourceRules	src/is/fivefivefive/CanDis/CanonicalAlloyPipelineTest.java#checkCertifiedRelationalFactoring;src/is/fivefivefive/CanDis/EGraphSaturationTest.java#testNestedDifferenceRequiresParserAuthority	NOMINAL+BOUNDARY+ROBUSTNESS	PROVED	DIRECT-BOUNDED	Seventeen supported parser pairs compare at certified distance zero and all direct Alloy assertions are UNSAT; diagonal union and two-coordinate difference remain distinct with Alloy/Lean witnesses; exact type derivation preserves correlated alternatives and empty arity while synthetic, serialized, cross-module, and nonunary evidence rejects; universal Java/parser refinement remains open
P5-33	93afa7fabed6277c5fe537210734c3bdff0b46af6e970b52515304d22b744bf5	docs/section3-repair-audit/formal/Phase5SourceRules.lean	relation_join_associative;relation_join_distributes_over_union_right;relation_join_distributes_over_union_left;relation_join_distributes_over_union_middle_context	src/is/fivefivefive/CanDis/core/EGraphNode.java#parserCertifiedJoinUnionFactoring;src/is/fivefivefive/CanDis/core/NormalForm.java#normalizeGuardedSourceRules	src/is/fivefivefive/CanDis/CanonicalAlloyPipelineTest.java#checkCertifiedRelationalFactoring;src/is/fivefivefive/CanDis/EGraphSaturationTest.java#testNestedDifferenceRequiresParserAuthority	NOMINAL+BOUNDARY+ROBUSTNESS	PROVED	DIRECT-BOUNDED	Right, middle, and left coordinates of a four-operand JOIN chain compare at certified distance zero and three direct Alloy assertions are UNSAT; fixed-point normalization preserves exact dependent boundaries and slot invocations, while relational intersection and synthetic authority remain barriers; universal Java/parser refinement remains open
P5-34	6ccb08eb9361de7fc4a33c08128d520c375eb7f6962cf054cffc686e2e011b6f	docs/section3-repair-audit/formal/Phase5SourceRules.lean	transpose_domain_restriction_is_range_restriction;transpose_range_restriction_is_domain_restriction;positive_path_prepend;converse_positive_path;converse_binary_involutive;converse_transitive_closure;converse_reflexive_transitive_closure	src/is/fivefivefive/CanDis/core/EGraphNode.java#parserCertifiedTransposeClosureCommutation;src/is/fivefivefive/CanDis/core/EGraphNode.java#parserCertifiedTransposeRestrictionSwap;src/is/fivefivefive/CanDis/core/NormalForm.java#normalizeRelationalUnaryAndIdentityRules	src/is/fivefivefive/CanDis/CanonicalAlloyPipelineTest.java#checkCertifiedRelationalFactoring;src/is/fivefivefive/CanDis/EGraphSaturationTest.java#testNestedDifferenceRequiresParserAuthority	NOMINAL+BOUNDARY+ROBUSTNESS	PROVED	DIRECT-BOUNDED	Converse over transitive closure, reflexive-transitive closure, domain restriction, and range restriction compares at certified distance zero and four direct Alloy assertions are UNSAT; closure-kind and unswapped-side witnesses are SAT, synthetic exact types cannot authorize either rewrite, and universal Java/parser refinement remains open
P5-35	d11a86dbebb6c77966eac6c1d395cb8c161bf9a2488fd165269eded17838e94e	docs/section3-repair-audit/formal/Phase5SourceRules.lean	domain_restriction_univ_identity;range_restriction_univ_identity;domain_restriction_empty_restrictor;range_restriction_empty_restrictor;domain_restriction_empty_relation;range_restriction_empty_relation	src/is/fivefivefive/CanDis/core/EGraphNode.java#parserCertifiedRestrictionIdentityOrZero;src/is/fivefivefive/CanDis/core/NormalForm.java#normalizeRelationalUnaryAndIdentityRules	src/is/fivefivefive/CanDis/CanonicalAlloyPipelineTest.java#checkCertifiedRelationalFactoring;src/is/fivefivefive/CanDis/EGraphSaturationTest.java#testNestedDifferenceRequiresParserAuthority	NOMINAL+BOUNDARY+ROBUSTNESS	PROVED	DIRECT-BOUNDED	Built-in univ, an exact primitive endpoint carrier, either empty restrictor, and either empty relation coordinate close in ten parser pairs, including quantified relation slots, with UNSAT Alloy assertions; a relation-valued variable is not a full carrier, and forged/synthetic evidence remains outside authority; universal Java/parser refinement remains open
P5-36	0924998de37044b663035c6d45e3de62fd2eb18fa1e0ef0aee638a18ec2571f7	docs/section3-repair-audit/formal/Phase5SourceRules.lean	converse_empty_binary_relation;no_positive_empty_path;transitive_closure_empty_relation;reflexive_transitive_closure_empty_relation	src/is/fivefivefive/CanDis/core/EGraphNode.java#parserCertifiedEmptyRelationalUnaryIdentity;src/is/fivefivefive/CanDis/core/EGraphNode.java#derivedIdentityRelation;src/is/fivefivefive/CanDis/core/NormalForm.java#normalizeRelationalUnaryAndIdentityRules	src/is/fivefivefive/CanDis/CanonicalAlloyPipelineTest.java#checkCertifiedRelationalFactoring;src/is/fivefivefive/CanDis/EGraphSaturationTest.java#testSetIdentitySaturation	NOMINAL+BOUNDARY+ROBUSTNESS	PROVED	DIRECT-BOUNDED	Converse and transitive closure of typed empty binary relations close to empty and reflexive-transitive closure closes to authenticated iden; three Alloy assertions are UNSAT, reflexive-versus-empty is SAT, forged empty spelling rejects, and universal Java/parser refinement remains open
P5-37	6dba929f46be46ce917e66b6cd9f874fa8b51ed5acea265b355767adb85b2a06	docs/section3-repair-audit/formal/Phase5SourceRules.lean	join_lifts_left_endpoint_domain_restriction;join_lifts_right_endpoint_range_restriction;join_transfers_internal_range_to_domain_restriction;unary_left_restriction_stays_on_join_boundary;unary_domain_and_range_restriction_coincide;unary_right_range_or_domain_guard_has_same_join;relation_join_associative	src/is/fivefivefive/CanDis/core/EGraphNode.java#parserCertifiedJoinRestrictionNormalization;src/is/fivefivefive/CanDis/core/NormalForm.java#normalizeRelationalUnaryAndIdentityRules	src/is/fivefivefive/CanDis/CanonicalAlloyPipelineTest.java#checkCertifiedRelationalFactoring;src/is/fivefivefive/CanDis/EGraphSaturationTest.java#testNestedDifferenceRequiresParserAuthority	NOMINAL+BOUNDARY+ROBUSTNESS	PROVED	DIRECT-BOUNDED	Retained endpoint and eliminated boundary restrictions normalize across exact ordered JOIN chains at certified distance zero; long-chain, higher-arity, adjacent-intersection, unary-boundary, quantified-slot, wrong-side, wrong-guard, direct Alloy, and synthetic-authority cases pass; universal Java/parser refinement remains open
P5-38	6431272c8615c1db67a10159bd930e0f38179426c60156ff3771cd9940890caa	docs/section3-repair-audit/formal/Phase5SourceRules.lean	unary_domain_and_range_restriction_coincide;binary_domain_and_range_restriction_do_not_generally_coincide	src/is/fivefivefive/CanDis/core/EGraphNode.java#parserCertifiedUnaryRestrictionOrientation;src/is/fivefivefive/CanDis/core/NormalForm.java#normalizeRelationalUnaryAndIdentityRules	src/is/fivefivefive/CanDis/CanonicalAlloyPipelineTest.java#checkCertifiedRelationalFactoring;src/is/fivefivefive/CanDis/EGraphSaturationTest.java#testNestedDifferenceRequiresParserAuthority	NOMINAL+BOUNDARY+ROBUSTNESS	PROVED	DIRECT-BOUNDED	Unary restriction sides close under parser authority, while binary side roles and synthetic unary labels remain distinct; one Alloy equality is UNSAT, one higher-arity inequality is SAT, and universal Java/parser refinement remains open
P5-39	957a7056c1d37a94e2b84705f46531e41b43ba536e175cd27e8e31f4d446986f	docs/section3-repair-audit/formal/Phase5SourceRules.lean	relation_subset_reflexive;relation_equality_reflexive;relation_not_subset_self_is_false;relation_inequality_self_is_false;certified_equal_relations_subset;certified_equal_relations_compare_equal;certified_equal_relations_not_subset_is_false;certified_equal_relations_inequality_is_false	src/is/fivefivefive/CanDis/core/EGraphNode.java#parserCertifiedReflexiveComparison;src/is/fivefivefive/CanDis/core/NormalForm.java#normalizeGuardedSourceRules	src/is/fivefivefive/CanDis/CanonicalAlloyPipelineTest.java#checkCertifiedRelationalFactoring;src/is/fivefivefive/CanDis/EGraphSaturationTest.java#testNestedDifferenceRequiresParserAuthority	NOMINAL+BOUNDARY+ROBUSTNESS	PROVED	DIRECT-BOUNDED	Reflexive subset/equality and their explicit negations close under parser-authenticated certified operand identity, including an already-certified ACI quotient; four Alloy assertions are UNSAT, distinct invocations and synthetic relation labels remain explicit, and universal Java/parser refinement remains open
P5-40	d590332fbbb9fca7efdd52889a721ffce3db31977b5447605deb774c9969a7e9	docs/section3-repair-audit/formal/Phase5SourceRules.lean	subset_union_left;intersection_subset_left;difference_subset_left;union_subset_iff;subset_intersection_iff;union_not_subset_iff;not_subset_intersection_iff;union3_subset_iff;subset_intersection3_iff;subset_union_does_not_split_disjunctively;domain_restriction_subset_relation;range_restriction_subset_relation	src/is/fivefivefive/CanDis/core/EGraphNode.java#parserCertifiedStructuralSubsetComparison;src/is/fivefivefive/CanDis/core/EGraphNode.java#parserCertifiedSubsetLatticeExpansion;src/is/fivefivefive/CanDis/core/NormalForm.java#normalizeGuardedSourceRules	src/is/fivefivefive/CanDis/CanonicalAlloyPipelineTest.java#checkCertifiedRelationalFactoring;src/is/fivefivefive/CanDis/EGraphSaturationTest.java#testNestedDifferenceRequiresParserAuthority	NOMINAL+BOUNDARY+ROBUSTNESS	PROVED	DIRECT-BOUNDED	Structural containment and the two exact subset/lattice adjunctions close for binary and n-ary parser sources, including explicit negations and restrictions; eleven Alloy assertions are UNSAT, opposite-disjunction and synthetic-authority controls remain distinct, and universal Java/parser refinement remains open
P5-41	b807aa45ef8efbe7158fd5225a2b40263206096bcbd1cf76dfe8804665a9ae29	docs/section3-repair-audit/formal/FullCorpusNonTemporalP0.lean	integer_overloads_retain_exact_arity;primitive_binding_is_a_unary_relation;primitive_and_exact_unary_have_a_common_arity;converse_involution;converse_join;converse_range_is_domain;join_range_moves_to_domain;disjoint_is_commutative;identical_lineage_payload_reuses_one_proof;divergent_lineage_payload_is_rejected	src/is/fivefivefive/ACGN/alloy/AlloyLibraryCallableLedger.java#require;src/is/fivefivefive/ACGN/alloy/ExactAlloyType.java#parserCertifiedRelationalJoin;src/is/fivefivefive/CanDis/core/NormalForm.java#normalizeRelationalUnaryAndIdentityRules;src/is/fivefivefive/CanDis/theory/TheoryAlloyAdapter.java#mirrorCertifiedSourcePlansToRepairMatrices	src/is/fivefivefive/CanDis/FullCorpusNonTemporalP0RegressionTest.java#main;src/is/fivefivefive/CanDis/CanonicalAlloyPipelineTest.java#main	NOMINAL+BOUNDARY+ROBUSTNESS	PROVED	DIRECT-BOUNDED	The bounded parser and pipeline fixtures cover the named overload, carrier, relational, disjointness, and lineage cases; complete corpus conformance and a full Java-to-Lean refinement remain open
P5-42	5f94a037dacafe0bdd3d74c6a654938c8ea054ac0d98046437b9ad64b93db52e	docs/section3-repair-audit/formal/FullCorpusPreflight.lean	integer_next_is_zero_arity;integer_next_returns_binary_int_relation;primitive_int_has_unary_relation_view;unary_int_join_integer_next_is_unary_int;stored_int_and_join_result_share_the_certified_relation_view;a_mismatched_join_boundary_is_rejected;beta_substitution_reaches_an_after_phase;beta_substitution_reaches_each_temporal_use;repaired_occurrence_cannot_change_the_authorized_law;another_carrier_cannot_receive_the_authorized_law;certified_eclass_equality_licenses_set_idempotence;idempotent_operation_respects_certified_eclass_equality;ordered_or_bag_occurrences_are_not_removed_by_the_set_step;certified_representatives_are_compared_by_pairwise_minimum;lineage_remapping_preserves_exact_fiber_membership;certified_duplicate_temporal_phase_has_one_repair_occurrence;complementary_guard_makes_temporal_or_branch_unreachable;unreachable_temporal_branch_has_no_observable_occurrence	src/is/fivefivefive/ACGN/alloy/AlloyLibraryCallableLedger.java#require;src/is/fivefivefive/CanDis/core/NormalForm.java#betaRewriteLet;src/is/fivefivefive/CanDis/core/NormalForm.java#normalizeGuardedSourceRules;src/is/fivefivefive/CanDis/core/CanonicalDistance.java#variableBindings;src/is/fivefivefive/CanDis/theory/TheoryAlloyAdapter.java#mirrorCertifiedSourcePlansToRepairMatrices	src/is/fivefivefive/CanDis/CallExtractionRegressionTest.java#main;src/is/fivefivefive/CanDis/CanonicalAlloyPipelineTest.java#main;src/is/fivefivefive/CanDis/EGraphSaturationTest.java#main	NOMINAL+BOUNDARY+ROBUSTNESS	PROVED	DIRECT-BOUNDED	The preflight suite covers the listed exact-type, substitution, law-key, quotient-container, alignment, lineage, and temporal-reachability cases; universal parser and Java refinement remains open
P5-43	a003878e947434b733bed35a4dccb33de350336b993a1cf2942d6b1fdc9efaf3	docs/section3-repair-audit/formal/TemporalPhaseLocalBinding.lean	unary_temporal_preserves_lexical_depth;binary_temporal_preserves_lexical_depth_in_both_roles;unary_temporal_vocabulary_is_exhaustive;binary_temporal_vocabulary_is_exhaustive;outer_binder_scopes_every_unary_temporal_operator;outer_binder_scopes_both_roles_of_every_binary_temporal_operator;detached_unary_temporal_child_is_not_closed;detached_binary_temporal_children_are_not_closed;outer_binder_scopes_both_temporal_branches;detached_temporal_child_is_not_closed;repeating_the_exact_scope_snapshot_is_idempotent;a_repeated_reference_under_another_context_is_rejected;every_temporal_phase_role_admits_the_exact_owner;binary_temporal_phase_roles_remain_distinct;sibling_phases_reuse_the_exact_owner_coordinate;another_source_lineage_is_rejected;another_binder_context_is_rejected;global_prenex_over_conjunction_fails_for_an_empty_carrier	src/is/fivefivefive/CanDis/ir/IRAgent.java#normalizeTemporalTree;src/is/fivefivefive/CanDis/core/NormalForm.java#installPhaseLocalBindingImports;src/is/fivefivefive/CanDis/core/NormalForm.java#captureTemporalPhaseLocalBindings;src/is/fivefivefive/CanDis/theory/TheoryAlloyAdapter.java#certifyPhaseLocalBindings	src/is/fivefivefive/CanDis/CanonicalAlloyPipelineTest.java#main;src/is/fivefivefive/CanDis/EGraphSaturationTest.java#main	NOMINAL+BOUNDARY+ROBUSTNESS	PROVED	DIRECT-BOUNDED	All six unary and all four binary temporal operators are covered in Lean and parser-backed regressions exercise sibling once/always reuse, alpha renaming, changed use, repeated snapshots, and malformed provenance; complete source-to-verifier refinement remains open
P6-01	e625a3fff5e8782c07ad6244c747ac604a4d7d38a8d00826deeab4a69fd8da4f	docs/section3-repair-audit/formal/Phase6OrbitCanonicalization.lean	empty_minimum_is_unset;bottom_is_an_ordinary_minimum;first_candidate_is_present	src/is/fivefivefive/CanDis/theory/LeastOption.java#consider;src/is/fivefivefive/CanDis/theory/LeastOption.java#orElseThrow;src/is/fivefivefive/CanDis/theory/LeastOption.java#isPresent	src/is/fivefivefive/CanDis/theory/TheoryCanonicalizationTest.java#testBooleanBottomAndMetrics	NOMINAL+BOUNDARY+ROBUSTNESS	PROVED	DIRECT-BOUNDED	The option-minimum model and Boolean-bottom differential agree on the named finite cases; generic comparator and CanonicalShape refinement remain bounded rather than universal
P6-02	142c38ccfab12180e1ded0709fd6b76e62d31ba3024ec6525001f9ee71abefb0	docs/section3-repair-audit/formal/Phase6OrbitCanonicalization.lean	fold_minimum_exact;stream_summary_retains_only_minimum_and_count;streamed_cartesian_count_is_exact;s7_stabilizer_state_is_strictly_smaller_than_orbit	src/is/fivefivefive/CanDis/theory/ProductionGraphCanonicalizer.java#considerRenaming;src/is/fivefivefive/CanDis/theory/FinitePermutationTraversal.java#forEach;certificate-verifier/src/org/acgn/cert/SemanticEvidenceVerifier.java#verifyRigidProducerOrbit	src/is/fivefivefive/CanDis/theory/TheoryCanonicalizationTest.java#testStabilizerTraversalDifferential;certificate-verifier/test/org/acgn/cert/ProducerSemanticEvidenceMutationTest.java#main	NOMINAL+BOUNDARY+ROBUSTNESS	PARTIAL	DIRECT-BOUNDED	Production and export retain one running candidate minimum and local subgroups stream through a stabilizer chain; bounded verifier group ledgers are explicitly outside the production workspace claim; Java heap/refinement proof remains open
P6-03	45f999c757b05feda276c39aefd8c3cd7a5941e1516d0d1ef3377bc0e54a4c92	docs/section3-repair-audit/formal/Phase6OrbitCanonicalization.lean	candidate_key_order_is_total;producer_and_verifier_candidate_orders_are_identical;shared_candidate_key_is_injective;complete_permutation_action_key_is_injective;larger_witness_loses_equal_shape_tie	src/is/fivefivefive/CanDis/theory/CanonicalPermutationPresentation.java#orbitCandidateOrder;src/is/fivefivefive/CanDis/theory/ProductionGraphCanonicalizer.java#considerRenaming;certificate-verifier/src/org/acgn/cert/CanonicalProfileVerifier.java#compareCandidates;certificate-verifier/src/org/acgn/cert/SemanticEvidenceVerifier.java#verifyProducerOrbitOrders	src/is/fivefivefive/CanDis/theory/Phase6SemanticOrderProducerRegressionTest.java#main;certificate-verifier/test/org/acgn/cert/Phase6SemanticOrderVerifierRegressionTest.java#main	NOMINAL+BOUNDARY+ROBUSTNESS	PARTIAL	PARTIAL	The abstract pair key is total and injective and bounded producer/verifier order probes pass; equality of every Java candidate execution set and comparator refinement remain open
P6-04	7b0dee34e7f1ce3e1774ef70661ff0249a5f8cb0ac81f3a0b6c96860099f471d	docs/section3-repair-audit/formal/Phase6OrbitCanonicalization.lean	occurrence_coordinate_injective;directly_nested_occurrences_are_disjoint;descriptor_occurrence_round_trip	src/is/fivefivefive/CanDis/theory/BinderBlockDescriptor.java#freshOccurrenceRenaming;src/is/fivefivefive/CanDis/theory/BindBlockPort.java#descriptorToOccurrence;src/is/fivefivefive/CanDis/theory/BinderOccurrenceProofs.java#collect	src/is/fivefivefive/CanDis/theory/TheoryCanonicalizationTest.java#testNestedSameDescriptorOccurrences;src/is/fivefivefive/CanDis/theory/TheoryPortsTest.java#testNestedBinderBlocks;certificate-verifier/test/org/acgn/cert/ProducerSemanticEvidenceMutationTest.java#main	NOMINAL+BOUNDARY+ROBUSTNESS	PARTIAL	DIRECT-BOUNDED	Finite coordinate freshness and round-trip laws plus direct nested fixtures pass; arbitrary mixed syntax and unbounded nesting refinement remain open
P6-05	b34e6b29a65b25d7df3172e4cbe2616823eddba0802a3fb025b956d81d5cbee9	docs/section3-repair-audit/formal/Phase6OrbitCanonicalization.lean	alignment_replay_preserves_complete_occurrence;action_alpha_canonical_serialization_commutes	src/is/fivefivefive/CanDis/theory/TypedENode.java#act;src/is/fivefivefive/CanDis/theory/BinderOccurrenceAutomorphismCertificate.java#appliesTo;src/is/fivefivefive/CanDis/theory/ProductionGraphCanonicalizer.java#quotientBlock;src/is/fivefivefive/CanDis/theory/CertificateBundleWriter.java#binderOccurrence;certificate-verifier/src/org/acgn/cert/SemanticEvidenceVerifier.java#verifyBinderOccurrence	src/is/fivefivefive/CanDis/theory/TheoryCanonicalizationTest.java#testNestedSameDescriptorOccurrences;src/is/fivefivefive/CanDis/theory/TheoryCanonicalizationTest.java#testNestedBinderBlockQuotient;certificate-verifier/test/org/acgn/cert/ProducerSemanticEvidenceMutationTest.java#main	NOMINAL+BOUNDARY+ROBUSTNESS	PARTIAL	PARTIAL	The abstract occurrence tuple commutes through action and replay and selected path/context/action mutations reject; no universal stage-to-stage Java refinement is claimed
P6-06	27a44c285ef9c3d94f0192e868dbdef31b75f30b437c4302d01f45855bf948fb	docs/section3-repair-audit/formal/Phase6OrbitCanonicalization.lean	extended_action_fixes_caller_slot;map_caller_layer_is_capture_avoiding;nested_caller_layers_are_capture_avoiding	src/is/fivefivefive/CanDis/theory/TypedENode.java#act;src/is/fivefivefive/CanDis/theory/BinderOccurrenceAutomorphismCertificate.java#build;certificate-verifier/src/org/acgn/cert/SemanticEvidenceVerifier.java#binderBodyAction;certificate-verifier/src/org/acgn/cert/SemanticEvidenceVerifier.java#actedPortKey	src/is/fivefivefive/CanDis/theory/TheoryPortsTest.java#testCaptureAvoidingBinderAction;src/is/fivefivefive/CanDis/theory/TheoryPortsTest.java#testNestedBinderBlocks;certificate-verifier/test/org/acgn/cert/ProducerSemanticEvidenceMutationTest.java#main	NOMINAL+BOUNDARY+ROBUSTNESS	PARTIAL	PARTIAL	The finite nested-layer model fixes caller coordinates and the named recursive Java probes pass; induction over the complete Java port grammar remains open
P6-07	ae07e21c44f6e74f8dba90cf18facc04a64364d71692260af160b77098267802	docs/section3-repair-audit/formal/Phase6OrbitCanonicalization.lean	trace_length_decomposition;counter_tuple_is_injective;certificate_byte_count_is_encoded_length	src/is/fivefivefive/CanDis/theory/CanonicalizationMetrics.java#retainedTraceLength;src/is/fivefivefive/CanDis/theory/CertificateWriteMetrics.java#CertificateWriteMetrics;src/is/fivefivefive/CanDis/theory/CertificateBundleWriter.java#serializedCanonicalOrbitCandidates	src/is/fivefivefive/CanDis/theory/TheoryCanonicalizationTest.java#testBooleanBottomAndMetrics;src/is/fivefivefive/CanDis/theory/CertificateBundleWriterTest.java#main	NOMINAL+BOUNDARY+ROBUSTNESS	PARTIAL	PARTIAL	Every modeled counter occupies a distinct tuple coordinate and selected production/writer differentials pass; aggregation and overflow refinement for every run remain open
P6-08	93da2981342fe07d284f85505347dc6f6eee76234b4fb95cd0d4498ea7c5560f	docs/section3-repair-audit/formal/Phase6OrbitCanonicalization.lean	certificate_byte_count_is_encoded_length;byte_identical_runs_have_identical_derived_counters	src/is/fivefivefive/CanDis/theory/CertificateBundleWriter.java#write;src/is/fivefivefive/CanDis/theory/CertificateBundleWriter.java#replaceAtomically	src/is/fivefivefive/CanDis/theory/CertificateBundleWriterTest.java#exportTwice;src/is/fivefivefive/CanDis/theory/TheoryDeterminismTest.java#testFreshJvmReplay;certificate-verifier/test/org/acgn/cert/ProducerBundleInspectionTest.java#main	NOMINAL+BOUNDARY+ROBUSTNESS	PARTIAL	DIRECT-BOUNDED	Two stabilized fresh exports are byte-identical and report certificateBytes equal to file size; platform-wide serialization determinism lacks a universal refinement proof
